,Category,Message
2250,spam,thanks ringtone order ref number mobile charged £ tone arrive please call customer services
2261,spam,splashmobile choose gr tones wk subscrition service weekly tones costing one credit kick back enjoy
2264,spam,heard call rude chat private line cum wan pics gettin shagged text pix end send stop sam xxx
2267,spam,free entry £ weekly comp send word enter tc
2269,spam,lost pound help
2290,spam,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptx
2295,spam,new message please call
2297,spam,hi mailbox messaging sms alert messages matches please call back retrieve messages matches
2300,spam,congrats year special cinema pass call suprman matrix starwars etc free bxipwe pm dont miss
2308,spam,win year supply cds store ur choice worth £ enter £ weekly draw txt music tscs
2309,spam,moby pub quizwin £ high street prize know new duchess cornwall txt first name unsub stop £ sp arrow
2311,spam,nokia get win free auction take part send nokia hgsuitelands rowwjhl
2312,spam,congratulations thanks good friend £ xmas prize claim easy call per minute btnationalrate
2313,spam,tddnewsletteremccouk games thedailydraw dear helen dozens free games great prizeswith
2328,spam,urgent mobile number £ bonus caller prize nd attempt reach call asap box nqp ppm
2343,spam,double mins txts orange price linerental motorola sonyericsson btooth freenokia free call mobileupd oroptouthvd
2352,spam,download many ringtones like restrictions choose even send yr buddys txt sir £
2354,spam,please call immediately urgent message waiting
2360,spam,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed per logopic
2364,spam,fantasy football back tv go sky gamestar sky active play £ dream team scoring starts saturday register nowsky opt
2367,spam,tone club subs expired resub reply monoc monos polyc polys weekly per week txt stop stop msg free stream
2374,spam,xmas prize draws trying contact todays draw shows £ prize guaranteed call land line valid hrs
2378,spam,yes place town meet exciting adult singles uk txt chat pmsg
2386,spam,someone contacted dating service entered phone becausethey fancy find call landline pobox wrg
2402,spam,babe want dont baby im nasty thing filthyguys fancy rude time sexy bitch go slo hard txt xxx slomsgs
2413,spam,dont know dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years
2420,spam,sms services inclusive text credits pls gotto login qxj unsubscribe stop extra charge help comukcm ae
2427,spam,valentines day special win £ quiz take partner trip lifetime send go pmsg rcvd custcare
2430,spam,guess ithis first time created web page read wrote im waiting opinions want friend
2438,spam,ur chance win £ cash every wk txt play tscs custcare xpwk
2473,spam,final chance claim ur £ worth discount vouchers today text yes savamob member offers mobile cs savamob pobox muz £ subs
2480,spam,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook
2481,spam,urgent call landline complementary tenerife holiday £ cash await collection sae tcs po box wa px ppm sender hol offer
2496,spam,winner valued network customer hvae selected receive £ reward collect call valid hours aclpm
2514,spam,nokia plus free digital camera get win free auction take part send nokia poboxtcrw
2525,spam,free entry £ weekly comp send word win tc
2548,spam,text get ringtones logos games questions infotxtcouk
2556,spam,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop pwk sprwm ph
2558,spam,message brought gmw ltd connected
2574,spam,congrats mobile videophones call videochat wid ur mates play java games dload polyph music noline rentl bx ip
2575,spam,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video
2581,spam,subscribed best mobile content service uk £ per ten days send stop helpline
2583,spam,free tarot texts find love life try free text chance free msgs £
2590,spam,join uks horniest dogging service sex nite sign follow instructions txt entry nytecalpmsgp
2596,spam,sunshine quiz wkly win top sony dvd player know country liverpool played mid week txt ansr £ sptyrone
2612,spam,knock knock txt whose enter weekly draw £ gift voucher store yr choice tcs age stoptxtstop£week
2620,spam,hi mailbox messaging sms alert matches please call back retrieve messages matches ccpmin
2626,spam,free ring tone text polys every week get new tone yrs £wk
2632,spam,urgent mobile xxx £ bonus caller prize nd attempt reach call asap boxnqp ppm
2642,spam,guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
2663,spam,hello darling today would love chat dont tell look like sexy
2664,spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates pobox wq norm ptone
2669,spam,wan na get laid nite want real dogging locations sent direct ur mobile join uks largest dogging network txt park nyt eca lp £msg
2670,spam,tried contact response offer new nokia fone camcorder hit reply call delivery
2680,spam,new tones week include mcflyall ab sara jorgeshock smithswitch order follow instructions next message
2686,spam,urgent trying contact todays draw shows £ prize guaranteed call land line claim valid hrs
2691,spam,sports fans get latest sports news str ur mobile wk free plus free tone txt sport norm txtp
2693,spam,urgent urgent free flights europe give away call th sept take friend free call claim bannfwflyppm
2699,spam,lost £ help
2705,spam,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd optout txt stop reply date
2708,spam,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt tcs
2711,spam,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
2719,spam,days euro kickoff kept informed latest news results daily unsubscribe send get euro stop
2729,spam,urgent please call landline £ cash luxury canary islands holiday await collection tcs sae award maq ppm “
2730,spam,urgent please call landline complimentary lux costa del sol holiday £ cash await collection ppm sae tcs james ehrr
2742,spam,dont know dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years
2767,spam,married local women looking discreet action real matches instantly phone text match msg cost stop txt stop bcmsfwcnxx
2770,spam,burger king wan na play footy top stadium get burger king st sept go large super cocacola walk winner
2774,spam,come takes little time child afraid dark become teenager wants stay night
2779,spam,ur chance win £ cash every wk txt action tscs custcare xpwk
2791,spam,’ bin awarded £ play instant cash call claim every th player wins min ££ optout
2804,spam,freemsgfav xmas tonesreply real
2808,spam,december mobile mths entitled update latest colour camera mobile free call mobile update co free
2818,spam,gr poly tones mobs direct rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq
2821,spam,interflora its late order interflora flowers christmas call place order midnight tomorrow
2823,spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
2826,spam,congratulations thanks good friend £ xmas prize claim easy call per minute btnationalrate
2830,spam,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads
2834,spam,youve tkts euro cup final £ cash collect call pobox ppm
2848,spam,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sounds gbpweek tcs apply
2850,spam,chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call
2863,spam,adult content video shortly
2871,spam,chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call
2879,spam,hey boys want hot xxx pics sent direct ur phone txt porn hrs free per day stop text stopbcm sf wcnxx
2881,spam,last chance claim ur £ worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz £ sub
2897,spam,pdatenow double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl
2902,spam,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc po box tcrw
2910,spam,urgent mobile number awarded £ prize guaranteed call land line claim valid hrs
2915,spam,sorry unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info
2941,spam,new message please call
2945,spam,currently message awaiting collection collect message call
2954,spam,urgent mobile awarded £ bonus caller prize final attempt contact call
2959,spam,secret admirer reveal thinks special call opt reply reveal stop per msg recd cust care
2965,spam,ever notice youre driving anyone going slower idiot everyone driving faster maniac
2980,spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf
2987,spam,reply win £ weekly professional sport tiger woods play send stop end service
2990,spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info
2992,spam,hot live fantasies call per min ntt ltd po box croydon cr wb national rate call
3002,spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
3005,spam,youve tkts euro cup final £ cash collect call pobox ppm
3009,spam,loan purpose £ £ homeowners tenants welcome previously refused still help call free text back help
3010,spam,updatenow mths half price orange line rental minscall mobileupd calloptoutjq
3014,spam,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit msg free
3056,spam,eastenders tv quiz flower dot compare violet tulip lily txt chance win £ cash wkentp
3059,spam,unsubscribed services get tons sexy babes hunks straight phone go subscriptions
3064,spam,hi babe jordan im home abroad lonely text back wan na chat xxsp visionsmscom text stop stopcost
3067,spam,get brand new mobile phone agent mob plus loads goodies info text mat
3092,spam,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts
3111,spam,good luck draw takes place th feb good luck removal send stop customer services
3123,spam,free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details
3126,spam,st wk free gr tones str wk txt nokia classic nokia tones hit polys nokiap polyp
3132,spam,lookatme thanks purchase video clip lookatme youve charged think better send video mmsto
3141,spam,sexy sexy cum text im wet warm ready porn fun msg free recd msgs inc vat cancel text stop
3153,spam,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx
3155,spam,heard call rude chat private line cum wan pics gettin shagged text pix end send stop sam xxx
3164,spam,nd time tried contact £ prize claim call tcsstop sms ppm
3167,spam,hot live fantasies call per min ntt ltd po box croydon cr wb
3174,spam,dear voucher holder claim weeks offer pc please go tscs apply
3176,spam,ur going bahamas callfreefone speak live operator claim either bahamas cruise of£ cash opt txt
3189,spam,nd time tried contact pound prize claim easy call per min btnationalrate
3192,spam,ur awarded city break could win £ summer shopping spree every wk txt store skilgmetscswinawkage£perwksub
3217,spam,urgent trying contact todays draw shows £ prize guaranteed call land line claim valid hrs
3222,spam,thanks ringtone order reference number mobile charged tone arrive please call customer services
3229,spam,six chances win cash pounds txt csh send cost pday days tsandcs apply reply hl info
3230,spam,ur cashbalance currently pounds maximize ur cashin send collect pmsg cc po box tcrw
3260,spam,congratulations thanks good friend £ xmas prize claim easy call per minute btnationalrate
3266,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
3272,spam,new voicemail please call
3289,spam,someone know asked dating service contact cant guess call revealed pobox lshb
3290,spam,camera awarded sipix digital camera call fromm landline delivery within days
3298,spam,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app
3299,spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
3302,spam,rct thnq adrian text rgds vatian
3316,spam,free message activate free text messages replying message word free terms conditions visit
3334,spam,contacted dating service someone know find call land line poboxwtgp
3360,spam,sorry missed call lets talk time im
3382,spam,complimentary star ibiza holiday £ cash needs urgent collection landline lose boxskwpppm
3385,spam,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline
3391,spam,please call immediately urgent message waiting
3397,spam,urgent mobile number awarded £ bonus caller prize call land line valid hrs
3401,spam,valued customer pleased advise following recent review mob awarded £ bonus prize call
3409,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
3419,spam,life never much fun great came made truly special wont forget enjoy one gbpsms
3420,spam,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply
3421,spam,valued customer pleased advise following recent review mob awarded £ bonus prize call
3422,spam,welcome please reply age gender begin eg
3423,spam,freemsg month unlimited free calls activate smartcall txt call subscriptngbpwk unlimited calls help stoptxt stop landlineonly
3424,spam,mobile mths update latest orange cameravideo phones free save £ free textsweekend calls text yes callback orno opt
3425,spam,new club dont fink met yet gr please leave msg day wiv ur area reply promised carlie calls£minmobsmore lkpoboxhpfl
3433,spam,camera awarded sipix digital camera call fromm landline delivery within days
3442,spam,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs
3443,spam,save money wedding lingerie choose superb selection national delivery brought weddingfriend
3460,spam,heard call night knickers make beg like last time xx luv nikiyunet
3463,spam,bloomberg message center wait apply future bloombergcom
3468,spam,urgent trying contact todays draw shows £ prize guaranteed call land line claim validhrs
3483,spam,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow
3495,spam,contacted dating service someone know find call land line poboxwtgp
3496,spam,wan win meetgreet westlife currently tour unbreakable untamed unkempt text cost std text
3501,spam,dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
3529,spam,£ winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe
3530,spam,xmas new years eve tickets sale club day till pm thurs fri sat night week theyre selling fast
3548,spam,rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd yt per days stop cancel
3556,spam,next month get upto calls ur standard network charge activate call wirenet stterms pobox uz cost £ min mobcudb
3560,spam,urgent trying contact todays draw shows £ prize guaranteed call land line claim po boxcpm
3562,spam,text banneduk see cost textoperator gga xxx
3564,spam,auction round highest bid £ next maximum bid £ bid send bids bid £ good luck
3568,spam,collect valentines weekend paris inc flight hotel £ prize guaranteed text paris
3571,spam,customer loyalty offerthe new nokia mobile £ txtauction txt word start get tctxt tc pmtmsg
3574,spam,wont believe true incredible txts reply learn truly amazing things blow mind ofwd ptxt
3585,spam,hi ibh customer loyalty offer new nokia mobile £ txtauctiontxt wordstart get nowt
3587,spam,hot horny willing live local text reply hear strt back per msg netcollex ltdhelpdesk reply stop end
3595,spam,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
3598,spam,congratulations youve youre winner august £ prize draw call prize code
3620,spam,alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
3631,spam,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box wwx £
3639,spam,customer service announcement recently tried make delivery unable please call reschedule ref
3642,spam,stop club tones replying stop mix see mytonecomenjoy html terms club tones cost gbpweek mfl po box mk wt
3646,spam,wamma get laidwant real doggin locations sent direct mobile join uks largest dogging network txt dogs nownyt eca lp £msg
3675,spam,nokia get win free auction take part send nokia hgsuitelands rowwjhl
3679,spam,promotion number ur awarded city break could win £ summer shopping spree every wk txt store skilgme tscswinawkage £perwksub
3698,spam,winner specially selected receive £ cash £ award speak live operator claim call ampm cost
3709,spam,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sms
3720,spam,thanks ringtone order reference number mobile charged tone arrive please call customer services colourredtextcolourtxtstar
3725,spam,hi nights ur lucky night uve invited xchat uks wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
3742,spam,tfp
3750,spam,dear voucher holder claim st class airport lounge passes using holiday voucher call booking quote st class
3755,spam,bloomberg message center wait apply future bloombergcom
3758,spam,yes place town meet exciting adult singles uk txt chat pmsg
3763,spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates pobox wwq normptone
3766,spam,someone know asked dating service contact cant guess call revealed pobox sxy
3778,spam,mila age blonde new uk look sex uk guys like fun text mtalk pptxt st free £ increments help
3780,spam,claim shopping spree call mobstorequizppm
3789,spam,want funk ur fone weekly new tone reply tonesu text original best tones gbp network operator rates apply
3792,spam,twinks bears scallies skins jocks calling dont miss weekends fun call pmin stop texts call nat rate
3801,spam,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
3807,spam,urgent trying contact last weekends draw shows £ prize guaranteed call claim code valid hours
3819,spam,xmas iscoming ur awarded either £ cd gift vouchers free entry £ weekly draw txt music tnc
3828,spam,congratulations claim vip row tickets blu concert november blu gift guaranteed call claim tscs cost£max
3848,spam,fantasy football back tv go sky gamestar sky active play £ dream team scoring starts saturday register nowsky opt
3856,spam,free msg single find partner area real people waiting chat nowsend chat cncl send stopcs £ per msg
3860,spam,win newest harry potter order phoenix book reply harry answer questions chance first among readers
3862,spam,free msg ringtonefrom widelivecomindex wmlidbaeceffffirsttruejul
3864,spam,oh god ive found number im glad text back xafter msgs cst std ntwk chg £
3885,spam,link picture sent also use
3891,spam,double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptouthf
3893,spam,urgent nd attempt contact £ prize yesterday still awaiting collection claim call aclpm
3895,spam,dear dave final notice collect tenerife holiday cash award call landline tcs sae box cwwx ppm
3897,spam,tells call claim £ prize enter ur mobile personal details prompts careful
3905,spam,account xxxxxxxxx shows unredeemed points claim call identifier code xxxxx expires
3906,spam,want new video handset anytime network mins half price line rental camcorder reply call delivery tomorrow
3913,spam,important customer service announcement call freephone
3921,spam,freeringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free join £wk
3942,spam,free msg get gnarls barkleys crazy ringtone totally free reply go message right
3954,spam,refused loan secured unsecured cant get credit call free text back help
3963,spam,specially selected receive award call lines close cost ppm tcs apply ag promo
3968,spam,valued vodafone customer computer picked win £ prize collect easy call
3972,spam,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout
3978,spam,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt tcs
3981,spam,ringtoneking
3988,spam,ringtone club gr new polys direct mobile every week
3991,spam,bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
3998,spam,bored housewives chat date btnational rate pmin landlines
3999,spam,tried call reply sms video mobile mins unlimited text free camcorder reply call del thurs
4001,spam,nd time tried contact £ prize claim easy call per minute btnationalrate
4011,spam,wan win meetgreet westlife currently tour unbreakable untamed unkempt text cost std text
4012,spam,please call customer service representative freephone ampm guaranteed £ cash £ prize
4016,spam,receiving weeks triple echo ringtone shortly enjoy
4020,spam,uve selected stay top british hotels nothing holiday valued £ dial claim national rate call bx swss
4036,spam,chosen receive £ award pls call claim number collect award selected receive valued mobile customer
4042,spam,please call customer service representative freephone ampm guaranteed £ cash £ prize
4047,spam,win £ cash prize prize worth £
4048,spam,thanks ringtone order reference number xyour mobile charged tone arrive please call customer services
4060,spam,moby pub quizwin £ high street prize know new duchess cornwall txt first name unsub stop £ sp
4061,spam,weeks savamob member offers accessible call details savamob pobox la wu £week savamob offers mobile
4068,spam,contacted dating service someone know find call mobile landline poboxldns
4069,spam,tbspersolvo chasing us since sept for£ definitely paying thanks information ignore kath manchester
4073,spam,loans purpose even bad credit tenants welcome call noworriesloanscom
4077,spam,kick new season wks free goals news ur mobile txt ur club name eg villa
4086,spam,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop
4088,spam,private account statement shows unredeemed points call identifier code expires
4091,spam,tried call reply sms video mobile mins unlimited text free camcorder reply call
4102,spam,gsoh good spam ladiesu could male gigolo join uks fastest growing mens club reply oncall mjzgroup stop reply stop msg£rcvd
4104,spam,secret admirer looking make contact ufind rreveal thinks ur specialcall
4108,spam,hot live fantasies call per min ntt ltd po box croydon cr wb national rate call
4112,spam,urgent mobile number awarded prize guaranteed call landline claim valid hrs ppm
4127,spam,spjanuary male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop texts call pmin
4134,spam,freemsg todays day ready im horny live town love sex fun games netcollex ltd per msg reply stop end
4144,spam,simpsons movie released july name band died start film agreen day bblue day cred day send
4149,spam,please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel subject ts cs
4154,spam,urgent costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins
4156,spam,want new video phone anytime network mins half price line rental free text months reply call free delivery
4162,spam,mobile months entitled update latest colour mobiles camera free call mobile update co free
4166,spam,dear voucher holder claim weeks offer pc please go tscs apply
4169,spam,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wcnxx
4183,spam,urgent please call abta complimentary spanish holiday £ cash await collection sae tcs box po ez ppm
4196,spam,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptoutndx
4198,spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates pobox wwq normptone
4199,spam,want funk ur fone weekly new tone reply tonesu text original best tones gbp network operator rates apply
4200,spam,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost £ cancel send stop
4206,spam,important information orange user xxxxxx today ur lucky day find log onto theres fantastic prizeawaiting
4213,spam,missed call alert numbers called left message
4236,spam,freemsg records indicate may entitled pounds accident claim free reply yes msg opt text stop
4237,spam,win £ music gift vouchers every week starting txt word draw tscs skillgame winaweek age ppermesssubscription
4243,spam,show ur colours euro offer get england flag lions tone ur phone click following service message info
4248,spam,text pass collect polyphonic ringtones normal gprs charges apply enjoy tones
4249,spam,accordingly repeat text word ok mobile phone send
4256,spam,block breaker comes deluxe format new features great graphics tmobile buy £ replying get bbdeluxe take challenge
4258,spam,important information orange user today lucky dayfind log onto theres fantastic surprise awaiting
4272,spam,natalja inviting friend reply yes see stop send stop frnd
4280,spam,urgent important information user today lucky day find log onto fantastic surprise awaiting
4281,spam,winner valued network customer selected receivea £ prize reward claim call claim code kl valid hours
4295,spam,kit strip billed netcollex ltd po box ig oja
4296,spam,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info
4297,spam,please call immediately urgent message waiting
4298,spam,thesmszonecom lets send free anonymous masked messagesim sending message theredo see potential abuse
4299,spam,well done costa del sol holiday £ await collection call toclaim sae tcs pobox stockport skxh cost£pm maxmins
4311,spam,someone know asked dating service contact cant guess call revealed po box wu
4329,spam,congrats mobile videophones call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm
4348,spam,secret admirer looking make contact ufind rreveal thinks ur specialcall
4355,spam,important information orange user xxxxxxx today lucky dayfind log onto theres fantastic surprise awaiting
4359,spam,dating service asked contact someone shy call revealed pobox uz
4371,spam,want new video handset time network mins unlimited text camcorder reply call del sat
4373,spam,ur balance £ next question complete landmark big bob barry ben text good luck
4376,spam,ur tonexs subscription renewed charged £ choose polys month billing msg
4377,spam,dont prize go another customer tc pmin polo ltd suite london wj hl please call back busy
4386,spam,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
4394,spam,recpt ordered ringtone order processed
4407,spam,one registered subscribers enter draw gb gift voucher replying enter unsubscribe text stop
4410,spam,chance win free bluetooth headset simply reply back adp
4436,spam,dont floppy snappy happy gay chat service photo upload call pmin stop texts call
4450,spam,urgent ur awarded complimentary trip eurodisinc trav acoentry £ claim txt dis £morefrmmob shracomorsglsuplt ls aj
4460,spam,welcome ukmobiledate msg free giving free calling future mgs billed daily cancel send go stop
4473,spam,received mobile content enjoy
4475,spam,want explicit sex secs ring costs pmin
4499,spam,latest nokia mobile ipod mp player £ proze guaranteed reply win norcorp ltd£mtmsgrcvd
4500,spam,sms services inclusive text credits pls goto login qxj unsubscribe stop extra charge help comuk cm ae
4506,spam,mobile club choose top quality items mobile cfcaa
4514,spam,money wining number wot next
4517,spam,congrats mobile videophones call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm
4527,spam,want cock hubbys away need real man satisfy txt wife strings action txt stop end txt rec £ea otbox la ws
4534,spam,gr new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny cancel send stop
4543,spam,freemsg hi baby wow got new cam moby wan na hot pic fancy chatim win utxt rply chat hlp msgp rcv
4571,spam,wan na laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd
4574,spam,urgent nd attempt contact uu £call tcsbcmwcnxxcallcostppmmobilesvary max£
4577,spam,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
4578,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
4579,spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
4584,spam,ur chance win £ wkly shopping spree txt shop tscs custcare xpwk
4586,spam,secret admirer looking make contact ufind rreveal thinks ur specialcall stopsmsppm
4587,spam,mila age blonde new uk look sex uk guys like fun text mtalk pptxt st free £ increments help
4592,spam,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx £
4602,spam,freemsg txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop
4616,spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz
4628,spam,please call customer service representative ampm guaranteed £ cash £ prize
4629,spam,todays voda numbers ending selected receive £ reward match please call quoting claim code standard rates apply
4643,spam,ripped get mobile content call polytruepixringtonesgames six downloads
4647,spam,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call
4652,spam,£ xmas reward waiting computer randomly picked loyal mobile customers receive £ reward call
4658,spam,private account statement shows unredeemed points call identifier code expires
4673,spam,customer service announcement recently tried make delivery unable please call reschedule ref
4676,spam,hi babe chloe smashed saturday night great weekend missing sp visionsmscom text stop stop ptext
4696,spam,urgent mobile awarded £ bonus caller prize nd attempt contact call boxqu
4701,spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit
4725,spam,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
4728,spam,mobile mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call
4735,spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see ocoukgames terms settings purchase
4746,spam,camera awarded sipix digital camera call fromm landline delivery within days
4752,spam,weekly coolmob tones ready download weeks new tones include crazy frogaxel akonlonely black eyeddont info
4754,spam,cashbincouk get lots cash weekend dear welcome weekend got biggest best ever cash give away
4759,spam,urgent mobile number awarded £ prize guaranteed call land line claim valid hrs ppm
4760,spam,thanks continued support question week enter draw £ cash name new us president txt ans
4768,spam,unique user id removal send stop customer services
4786,spam,urgent call landline complimentary ibiza holiday £ cash await collection sae tcs po box sk wp ppm
4797,spam,urgent nd attempt contact £ prize yesterday still awaiting collection claim call
4798,spam,santa calling would little ones like call santa xmas eve call book time callsppm last mins tc
4808,spam,private account statement shows unredeemed bonus points claim call identifier code expires
4821,spam,check choose babe videos smsshsexnetun fgkslpopw fgkslpo
4823,spam,winner ave specially selected receive £ cash holiday flights inc speak live operator claim pmin
4834,spam,new mobiles must go txt nokia collect today £ optout gbpmtmsg txtauction
4841,spam,private account statement shows unredeemed points call identifier code expires
4845,spam,valued vodafone customer computer picked win £ prize collect easy call
4863,spam,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
4864,spam,bored housewives chat date btnational rate pmin landlines
4877,spam,lyricalladief inviting friend reply yes see stop send stop frnd
4879,spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info
4888,spam,todays vodafone numbers ending selected receive £ award number matches call receive £ award
4896,spam,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
4901,spam,ou guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
4903,spam,free polyphonic ringtone text super get free poly tone week sn pobox nr zs subscription pw
4906,spam,warner village colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid tc kiosk reply sony mre film offers
4914,spam,goal arsenal henry liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
4918,spam,nd time tried contact pound prize claim easy call per min btnationalrate
4930,spam,got takes take part wrc rally oz lucozade energy text rally le see packs lucozadecoukwrc itcould
4931,spam,hi sexychat girls waiting text text great night chatting send stop stop service
4948,spam,great news call freefone claim guaranteed £ cash £ gift speak live operator
4949,spam,hi amy sending free phone number couple days give access adult parties
4953,spam,welcome select service added benefits call specially trained advisors free mobile dialling
4965,spam,dear voucher holder next meal us use following link pc enjoy dining experience
4967,spam,urgent trying contact todays draw shows £ prize guaranteed call land line claim valid hrs
4968,spam,donate £ unicefs asian tsunami disaster support fund texting donate £ added next bill
4985,spam,goldviking inviting friend reply yes see stop send stop frnd
4991,spam,phony £ award todays voda numbers ending xxxx selected receive £ award match please call quoting claim code standard rates app
5004,spam,cds congratulations ur awarded £ cd gift vouchers £ gift guaranteed freeentry £ wkly draw xt music tncs
5012,spam,guaranteed £ cash £ prize claim yr prize call customer service representative ampm cost
5018,spam,dear xxxxxxx uve invited xchat final attempt contact txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
5027,spam,ur cashbalance currently pounds maximize ur cashin send go pmeg cc hgsuitelands rowwjhl
5028,spam,private account statement shows unredeemed sim points call identifier codexx expires
5030,spam,id like tell deepest darkest fantasies call pmin stop texts call nat rate
5037,spam,wont believe true incredible txts reply learn truly amazing things blow mind ofwd ptxt
5041,spam,natalie inviting friend reply yes see stop send stop frnd
5043,spam,jamster get free wallpaper text heart tc apply need help call
5055,spam,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers calloptoutlf
5060,spam,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout
5068,spam,£ uk break accommodationvouchers terms conditions apply claim mustprovide claim number
5071,spam,alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
